ID_Lands,ColorType,AnnounceTH,CodeDeed,TypeCode,CodeProperty,SellPrice,Costestimate,CostestimateB,MarketPrice,PriceWA,LandR,LandG,LandWA,Land,Deed,RoadType,RoadWide,GroundLevel,GroundValue,MoreDetails,Latitude,Longitude,AsseStatus,ObservationPoint,Location,LProvince,LAmphur,LDistrict,LZipCode,ContactUo,ContactSo,ContactUt,ContactSt,ContactU,ContactS,Place,Blind,Neareducation,Cenmarket,Market,River,Mainroad,Insoi,Letc,WxD,LandAge,PPStatus,ImageEX,Owner,Created,UserType
l8333,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดิน 30-2-39 ไร่ ติดถนน ชายทะเล-บางขุนเท,l8333, ,658410,122400000,125000000,130000000,140000000,10000.81706,30.0,2,39.0,221*221,ส.ค.1,ยางมะตอย,8 เมตร,สูงกว่าถนน,0.1,เดินทางสะดวก ไปได้หลายเส้นทาง,13.5676036,100.42841780000003,ว่าง,- ติดร้านอาหารปองพล เทียนทะเล - ห่างจาก หมู่บ,1103,กรุงเทพมหานคร,เขตบางขุนเทียน,ท่าข้าม,10150,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-18 14:38:14,Short-Term
l8372,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงA9,l8372, , ,2800000,0,0,0,7000.0,1.0,0,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071768170525,99.87626101009519,ฝากขาย,ตรงข้ามรร.ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847815174.jpg,79,1477-07-22 01:44:57,Short-Term
l8483,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขาย ที่ดิน เชียงราย 2 ไร่,l8483, ,2155544,4500000,4200000,4000000,3500000,5521.47239,2.0,0,15.0,70*47,ส.ค.1,โคลน,4 เมตร,สูงกว่าถนน,0.2,ที่ดินสโลปลงไปที่หนองน้ำ เหมาะทำร้านกาแฟ บ้านพักตากอากาศ แปลงข้างเคียง,19.933262399999997,99.71212059999992,ว่าง,ซอยแยกจากบายพาสใหม่เชียงราย ,ถนนบรรพปราการ,เชียงราย,เมืองเชียงราย,ดอยฮาง,57000,0.0, ,0, ,0,นายหน้า, ,0,0,0,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-14 11:04:44,Long-Term
l8492,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่20,l8492, , ,924600,0,0,0,4892.06349,0.0,0,189.0,22*32,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1457-01-01 17:00:00,Short-Term
l8541,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 3,l8541, , ,2895000,0,0,0,7500.0,0.0,0,386.0,40*44,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,ใกล้สสนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1,ใกล้สนามบิน, ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1600400491375.jpg,79,1457-01-01 17:00:00,Short-Term
l8735,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินเปล่าเนื้อที่ 200 ตารางวา ถนนลำลูกกา,l8735, ,785,5000000,5500000,5500000,5000000,25000.0,0.0,1,100.0,40*20,น.ส.4จ.,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.3,ที่ดินอยู่ในซอยแสงสีนิลเพียง 300 เมตร เข้าออกได้หลายทาง ใกล้รถไฟฟ้าสายสีเขียว จะเปิดใช้ในปี 2020,13.939247914209346,100.65997631112828,ว่าง,- ตลาดเปียร์นนท์ - เทสโก้โลตัส -7-Eleven - รถ,ซอยเปียร์นนท์ ,ปทุมธานี,ลำลูกกา,คูคต,12130,127.0, ,127, ,127,นายหน้า, ,0,0,1,1,0,0,1, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 19:10:55,Long-Term
l8751,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน ชยางกูร บางทรายใหญ่ มุกดาหาร ,l8751, ,216226363,81000000,80000000,79000000,80000000,6338.52414,31.0,0,379.0,140*380,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.3,ขายถูกยกแปลง ที่ดิน ติดถนน 4 เลน กม.10 ใกล้สะพานมิตรภาพ ไทยลาว อ.เมือง จ.มุกดาหาร ที่สวยไม่ต้องถม เนื้อที่รวม 31-3-79.3 ไร่ ราคาที่ดินข้างเคียง 3.5 ล้านต่อไร่ ขายถูกๆยกแปลงเหลือ 80 ล้านบาท (ไม่รวมภาษี ค่าโอน) ,16.6415937,104.69661569999994,ว่าง, ,บ.ชยางกูร ต.บางทรายใหญ่ อ.เมืองมุกดาหาร จ.เมื,มุกดาหาร,เมืองมุกดาหาร,บางทรายใหญ่,49000,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,1,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,38,1458-05-01 17:00:00,Long-Term
l8995,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่ดิน - สะเมิงเหนือ เชียงใหม่,l8995, ,ว403565,56000000,55500000,57000000,56000000,1250.0,112.0,0,0.0,6480*2480,น.ส.3,โคลน,4 เมตร,สูงกว่าถนน,1.0,ที่ดินพร้อมสิ่งปลูกสร้างและสวนเกษตร ต.แม่แพะ อ.สะเมิง อยู่ห่างจากตัวเมืองเชียงใหม่ ประมาณ 50 km,18.969579100000004,98.73710389999997,ฝากขาย, , ต.สะเมิงเหนือ อ.สะเมิง จ.เชียงใหม่,เชียงใหม่,สะเมิง,สะเมิงเหนือ,50250,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,0,1,เนิน, ,8,ยังไม่ขาย,https://landvist.xyz/images/img_1575956994617.jpg,38,2019-12-04 22:38:13,Long-Term
l9030,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ออมเข้าโกรพม่า นครสวรรค์ออก นครสวรรค์,l9030, ,216566,2600000,2600000,2600000,2600000,14606.74157,0.0,0,178.0,25*20,น.ส.4จ.,คอนกรีต,4 เมตร,สูงกว่าถนน,0.1,ายที่ดิน 178 ตารางว่า อ.เมือง จ.นครสวรรค์ 2.6 ล้าน ไกล้ โรงแรม โรงเรียน,15.698738199999998,100.11996,ว่าง, , ตำบล นครสวรรค์ออก อำเภอเมืองนครสวรรค์ จังหวั,นครสวรรค์,เมืองนครสวรรค์,นครสวรรค์ออก,60000,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,0,1, , ,5,ยังไม่ขาย,https://landvist.xyz/images/img_1575952940329.jpg,38,2019-12-05 00:06:12,Long-Term
l9069,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่ดิน เชียงราย-ดอยลาน ,l9069, ,1321152,1955000,1953000,1950000,1956000,407.29167,11.0,2,200.0,120*160,น.ส.3,โคลน,2 เมตร,ต่ำกว่าถนน,2.0,"ขายที่ดิน 11 ไร่ 2 งาน ไร่ละ 170,000 บาท ต.ห้วยสัก เชียงราย ใกล้ถนนสายเชียงราย-เทิง (หมายเลข 1020)",19.747359499999988,99.87947439999995,ว่าง, ไร่เชิญตะวัน,"ดอยลาน, เชียงราย, ไทย, 57000",เชียงราย,เมืองเชียงราย,ห้วยสัก,57000,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,1,0,1,พื้นที่ เกษตร, ,10,ยังไม่ขาย,https://landvist.xyz/images/img_1575919544641.jpg,38,2019-12-04 21:45:13,Long-Term
l9114,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดินเปล่าเขาใหญ่ ติดถนนธนรัตน์,l9114, ,600022,490900000,492900000,492900000,493900000,39563.18504,31.0,0,8.0,1200*1280,น.ส.4จ.,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.26,ขายที่ดินเปล่าติดถนนธนรัตน์ ทางขึ้นอุทยานแห่งชาติเขาใหญ่ ขนาด 31-0-8 ไร่ แวดล้อมไปด้วยสถานที่ท่องเที่ยว โรงแรม รีสอร์ท ร้านอาหาร,14.7133430813084,101.42651853652343,จำนอง, ,ปากช่อง นครราชสีมา,นครราชสีมา,ปากช่อง,พญาเย็น,30320,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,1, , ,13,ยังไม่ขาย,https://landvist.xyz/images/img_1583426338928.jpg,59,2020-03-05 23:38:20,Long-Term
l9213,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,"ขายที่ดิน กรีนเลค ใน คลองราชาเทวะ, บางพลี, สม",l9213, ,851565,3720000,3720000,3720000,3720000,13191.48936,0.0,2,82.0,38,น.ส.3,คอนกรีต,8 เมตร,สูงกว่าถนน,0.12,ชื่อทรัพย์สิน: กรีนเลค,13.5918054,100.81827269999997,ว่าง, , บางนา-ตราด ราชาเทวะ บางพลี สมุทรปราการ,สมุทรปราการ,บางพลี,ราชาเทวะ,10540,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,1,0, , ,20,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,38,2019-12-02 01:44:46,Long-Term
l9275,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินสวยติดเขา 2 แปลง เนื้อที่ 500 และ 73,l9275, ,856,8500000,10000000,10000000,8000000,84158.41584,0.0,1,1.0,40*50,ส.ค.1,โคลน,4 เมตร,ต่ำกว่าถนน,0.1,ขายที่ดินสวย 2 แปลง ขนาด 500 ตรว.และ 732 ตรว. ที่ดินทั้งสองแปลงอยู่ติดกัน ด้านหลังติดเขา,14.5095707,101.37753210000004,ว่าง,อยู่ห่างจาก ถ.ธนะรัชต์ กม. 13 เพียง 5 กิโลเมต,หมู่ 12 บ้านท่าช้างใต้,นครราชสีมา,ปากช่อง,หมูสี,30130,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,0,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-22 04:29:28,Long-Term
l9339,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดิน ติดถนนใหญ่ประชาอุทิศ-ห้วยขวาง,l9339, ,7494012,80000000,65000000,50000000,85000000,99999.99999,0.0,2,78.0,40*34,น.ส.2,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.1,ขายที่ดิน ติดถนนใหญ่ประชาอุทิศ-ห้วยขวาง แหล่งชุมชนค้าขาย ทำเลดีมาก!,13.7705392,100.58548169999996,ว่าง, , ,กรุงเทพมหานคร,เขตห้วยขวาง,สามเสนนอก,10310,127.0, ,127,นายหน้า,127,นายหน้า, ,0,1,1,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-18 13:36:02,Short-Term
l9626,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดิน ในตัวเมืองเชียงราย,l9626, , ,1600000,0,0,0,14035.08772,0.0,0,114.0,0,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.9113573,99.8407647,ฝากขาย,อยู่ใกล้แยกพ่อขุน วัดพระนอน เข้าออกได้หลายทาง,อ.เมืองเชียงราย,เชียงราย,เมืองเชียงราย,เวียง,57000,796859.0, ,796859, ,796859,เจ้าของ, ,0,1,0,1,0,0,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599112552071.jpg,59,1457-01-01 17:00:00,Long-Term
l9746,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายถูกเนินวิวสวย เหมาะสำหรับสร้างบ้านและทำสวน,l9746, , ,2100000,0,0,0,875.0,6.0,0,0.0,0,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.8530809,99.7430214,ฝากขาย,ใกล้แหล่งท่องเที่ยว วัดร่องขุ่น สิงค์ปาร์ค น้,ต.โป่งแพร่ อ.แม่ลาว จ.เชียงราย,เชียงราย,แม่ลาว,โป่งแพร่,57000,794948.0, ,794948, ,794948,นายหน้า, ,0,0,0,1,0,1,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599111420465.jpg,79,1457-01-01 17:00:00,Short-Term
l9800,พื้นที่สีม่วง – ที่ดินประเภทอุตสาหกรรมและคลังสินค้า,Training,l9800, , ,30000000,29000000,28000000,29500000,6250.0,12.0,0,0.0,139x138,น.ส.4จ.,โคลน,2 เมตร,ต่ำกว่าถนน,1.0, ,20.050541924516825,99.87958277649868,ว่าง, ,0000,ลพบุรี,เมืองลพบุรี,ท่าหิน,15000,127.0, ,127, ,127,เจ้าของ, ,1,0,0,0,0,0,0, , ,1,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,63,1476-11-17 08:15:29,Long-Term
l9837,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงB5,l9837, , ,5600000,0,0,0,7000.0,2.0,0,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.07164173038905,99.8762846100952,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,1,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1477-07-22 01:17:10,Short-Term
l9842,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดิน 34 ไร่ 3 งาน 66 ตรว (นส.3ก) เชียงของ เชียงราย,l9842, , ,6983000,0,0,0,500.0,34.0,3,66.0,0,น.ส.3ก.,คอนกรีต,8 เมตร, ,0.0, ,20.215185350844365,100.42236566604,ฝากขาย,ใกล้หน้าด่าน อ.เชียงของ สะพานมิตรภาพ ไทย-ลาว , เชียงของ เชียงราย,เชียงราย,เชียงของ,ริมโขง,57140,796859.0, ,796859, ,796859,เจ้าของ, ,0,0,0,0,0,1,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1457-01-01 17:00:00,Short-Term
l9935,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดิน เนื้อที่350 ตรว 4แปลง ที่ดินตั้งอยู่ ต.โป่งผา อ. แม่สาย,l9935, , ,4900000,0,0,0,14000.0,0.0,0,350.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.368736899999988,99.8753723,ฝากขาย,ใกล้แหล่งท่องเที่ยวแห่งใหม่ ตัวที่จะอยู่ตรงกล,ต.โป่งผา อ. แม่สาย จ. เชียงราย,เชียงราย,แม่สาย,โป่งผา,57130,796859.0, ,796859, ,796859,เจ้าของ, ,0,1,1,1,0,0,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1457-01-01 17:00:00,Short-Term
l9979,พื้นที่สีม่วง – ที่ดินประเภทอุตสาหกรรมและคลังสินค้า,ขายที่ดินทำเลดี บุรีรัมย์,l9979, ,502,16200000,16000000,16000000,15000000,12857.14286,3.0,0,60.0,70*72,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,-2.0,"ที่ดินมี3โฉนด/โฉนดละ1ไร่ติดกัน ต้องการขายยกแปลงราคา5,400,000บ.",14.9882016,103.0299331,ว่าง,-ใกล้ห้างGlobal House ไทวัสดุ โรบินสัน แม็คโค,-,บุรีรัมย์,เมืองบุรีรัมย์,กระสัง,31000,127.0, ,127, ,127,เจ้าของ, ,0,0,1,0,0,1,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 06:38:28,Short-Term
